;Source;Target;Common Genes
2146;Thyroid carcinoma;Adrenal cortical carcinoma;1
2147;Thyroid carcinoma;Breast cancer;1
2148;Thyroid carcinoma;Colon cancer;1
2149;Thyroid carcinoma;Hepatic adenoma;1
2150;Thyroid carcinoma;Histiocytoma;1
2151;Thyroid carcinoma;Li-Fraumeni syndrome;1
2152;Thyroid carcinoma;Multiple malignancy syndrome;1
2153;Thyroid carcinoma;Nasopharyngeal carcinoma;1
2154;Thyroid carcinoma;Osteosarcoma;1
2155;Thyroid carcinoma;Pancreatic cancer;1
2156;Thyroid carcinoma;Hyperthroidism;1
2157;Thyroid carcinoma;Hypothyroidism;1
2158;Thyrotoxic periodic paralysis;Hypokalemic periodic paralysis;1
2159;Thyrotoxic periodic paralysis;Malignant hyperthermia susceptibility;1
2160;Tietz syndrome;Waardenburg syndrome;1
2161;Toenail dystrophy, isolated;EBD;1
2162;Toenail dystrophy, isolated;Epidermolysis bullosa;1
2163;Toenail dystrophy, isolated;Transient bullous of the newborn;1
2164;Transient bullous of the newborn;EBD;1
2165;Transient bullous of the newborn;Epidermolysis bullosa;1
2166;Transient bullous of the newborn;Toenail dystrophy, isolated;1
2167;Trismus-pseudocomptodactyly syndrome;Carney complex;1
2168;Turcot syndrome;Adenoma, periampullary;1
2169;Turcot syndrome;Adenomas;1
2170;Turcot syndrome;Colon cancer;3
2171;Turcot syndrome;Desmoid disease, hereditary;1
2172;Turcot syndrome;Gardner syndrome;1
2173;Turcot syndrome;Gastric cancer;1
2174;Turcot syndrome;Cafe-au-lait spots;1
2175;Turcot syndrome;Muir-Torre syndrome;1
2176;Turcot syndrome;Neuroectodermal tumors;1
2177;Unna-Thost disease, nonepidermolytic;Cyclic ichthyosis with epidermolytic hyperkeratosis;1
2178;Unna-Thost disease, nonepidermolytic;Epidermolytic hyperkeratosis;1
2179;Unna-Thost disease, nonepidermolytic;Ichthyosis;1
2180;Unna-Thost disease, nonepidermolytic;Keratosis palmoplantaria striata;1
2181;Urolithiasise;Osteoporosis;1
2182;Usher syndrome;Deafness;4
2183;Usher syndrome;Retinitis pigmentosa;1
2184;Usher syndrome;Convulsions;1
2185;Uterine leiomyoma;Lipoma;1
2186;Uterine leiomyoma;Salivary adenoma;1
2187;van Buchem disease;Bone mineral density variability;1
2188;van Buchem disease;Exudative vitreoretinopathy;1
2189;van Buchem disease;Hyperostosis, endosteal;1
2190;van Buchem disease;Osteopetrosis;1
2191;van Buchem disease;Osteoporosis;1
2192;van Buchem disease;Osteoporosis-pseudoglioma syndrome;1
2193;VATER association with hydrocephalus;Bannayan-Riley-Ruvalcaba syndrome;1
2194;VATER association with hydrocephalus;Cowden disease;1
2195;VATER association with hydrocephalus;Endometrial carcinoma;1
2196;VATER association with hydrocephalus;Lhermitte-Duclos syndrome;1
2197;VATER association with hydrocephalus;Meningioma;1
2198;VATER association with hydrocephalus;Oligodendroglioma;1
2199;VATER association with hydrocephalus;Prostate cancer;1
2200;VATER association with hydrocephalus;Thyroid carcinoma;1
2201;Ventricular tachycardia;Pituitary ACTH-secreting adenoma;1
2202;Ventricular tachycardia;Arrhythmogenic right ventricular dysplasia;1
2203;Vertical talus;Charcot-Marie-Tooth disease;1
2204;Viral infection;Neutropenia;1
2205;Vitelliform macular dystrophy;Macular dystrophy;1
2206;Vitelliform macular dystrophy;Maculopathy, bull's-eye;1
2207;Vohwinkel syndrome;Bart-Pumphrey syndrome;1
2208;Vohwinkel syndrome;Deafness;1
2209;Vohwinkel syndrome;Hystrix-like ichthyosis with deafness;1
2210;Vohwinkel syndrome;Keratitis-ichthyosis-deafness syndrome;1
2211;Vohwinkel syndrome;Keratoderma, palmoplantar, with deafness;1
2212;Vohwinkel syndrome;Erythrokeratoderma;1
2213;von Hippel-Lindau syndrome;Colon cancer;1
2214;von Hippel-Lindau syndrome;Leukemia;1
2215;von Hippel-Lindau syndrome;Hemangioblastoma, cerebellar;1
2216;von Hippel-Lindau syndrome;Pheochromocytoma;1
2217;von Hippel-Lindau syndrome;Polycythemia;1
2218;von Hippel-Lindau syndrome;Renal cell carcinoma;1
2219;Waardenburg-Shah syndrome;ABCD syndrome;1
2220;Waardenburg-Shah syndrome;Hirschsprung disease;1
2221;Waardenburg-Shah syndrome;PCWH;1
2222;Waardenburg-Shah syndrome;Yemenite deaf-blind hypopigmentation syndrome;1
2223;Waardenburg syndrome;Tietz syndrome;1
2224;Waardenburg syndrome;Craniofacial-deafness-hand syndrome;1
2225;Waardenburg syndrome;Rhabdomyosarcoma;1
2226;Waardenburg syndrome;Albinism;1
2227;Wagner syndrome;Achondrogenesis-hypochondrogenesis, type II;1
2228;Wagner syndrome;Kniest dysplasia;1
2229;Wagner syndrome;Osteoarthritis;1
2230;Wagner syndrome;SMED Strudwick type;1
2231;Wagner syndrome;Stickler syndrome;1
2232;WAGR syndrome;Denys-Drash syndrome;1
2233;WAGR syndrome;Frasier syndrome;1
2234;WAGR syndrome;Mesangial sclerosis;1
2235;WAGR syndrome;Wilms tumor;1
2236;Walker-Warburg syndrome;Muscular dystrophy;2
2237;Watson syndrome;Leukemia;1
2238;Watson syndrome;Neurofibromatosis;1
2239;Watson syndrome;Neurobromatosis-Noonan syndrome;1
2240;Watson syndrome;Neurofibromatosis;1
2241;Wegener granulomatosis;Bare lymphocyte syndrome;1
2242;Weill-Marchesani syndrome;Aortic aneurysm;1
2243;Weill-Marchesani syndrome;Ectopia;1
2244;Weill-Marchesani syndrome;Marfan syndrome;1
2245;Weill-Marchesani syndrome;MASS syndrome;1
2246;Weill-Marchesani syndrome;Shprintzen-Goldberg syndrome;1
2247;Weissenbacher-Zweymuller syndrome;Deafness;1
2248;Weissenbacher-Zweymuller syndrome;OSMED syndrome;1
2249;Weissenbacher-Zweymuller syndrome;Stickler syndrome;1
2250;Williams-Beuren syndrome;Cutis laxa;1
2251;Williams-Beuren syndrome;Supravalvar aortic stenosis;1
2252;Wilms tumor;Breast cancer;1
2253;Wilms tumor;Fanconi anemia;1
2254;Wilms tumor;Pancreatic cancer;1
2255;Wilms tumor;Prostate cancer;1
2256;Wilms tumor;Simpson-Golabi-Behmel syndrome;1
2257;Wilms tumor;Denys-Drash syndrome;1
2258;Wilms tumor;Frasier syndrome;1
2259;Wilms tumor;Mesangial sclerosis;1
2260;Wilms tumor;WAGR syndrome;1
2261;Wiskott-Aldrich syndrome;Neutropenia;1
2262;Wiskott-Aldrich syndrome;Thrombocytopenia;1
2263;Witkop syndrome;Cleft palate;1
2264;Witkop syndrome;Hypodontia;1
2265;Wolff-Parkinson-White syndrome;Cardiomyopathy;1
2266;Yemenite deaf-blind hypopigmentation syndrome;PCWH;1
2267;Yemenite deaf-blind hypopigmentation syndrome;Waardenburg-Shah syndrome;1
2268;Zlotogora-Ogur syndrome;Cleft palate;1
2269;Zlotogora-Ogur syndrome;Ectodermal dysplasia;1
2270;Adrenal adenoma;Angiofibroma, sporadic;1
2271;Adrenal adenoma;Carcinoid tumor of lung;1
2272;Adrenal adenoma;Hyperparathyroidism;1
2273;Adrenal adenoma;Lipoma;1
2274;Adrenal adenoma;Multiple endocrine neoplasia;1
2275;Adrenal adenoma;Parathyroid adenoma;1
2276;Adrenal adenoma;Prolactinoma, hyperparathyroidism, carcinoid syndrome;1
2277;Adrenal cortical carcinoma;Breast cancer;1
2278;Adrenal cortical carcinoma;Colon cancer;1
2279;Adrenal cortical carcinoma;Hepatic adenoma;1
2280;Adrenal cortical carcinoma;Histiocytoma;1
2281;Adrenal cortical carcinoma;Li-Fraumeni syndrome;1
2282;Adrenal cortical carcinoma;Multiple malignancy syndrome;1
2283;Adrenal cortical carcinoma;Nasopharyngeal carcinoma;1
2284;Adrenal cortical carcinoma;Osteosarcoma;1
2285;Adrenal cortical carcinoma;Pancreatic cancer;1
2286;Adrenal cortical carcinoma;Thyroid carcinoma;1
2287;Aneurysm, familial arterial;Ehlers-Danlos syndrome;1
2288;Autoimmune thyroid disease;Goiter;1
2289;Autoimmune thyroid disease;Hypothyroidism;1
2290;Basal cell nevus syndrome;Basal cell carcinoma;1
2291;Basal cell nevus syndrome;Holoprosencephaly;1
2292;Carcinoid tumor of lung;Adrenal adenoma;1
2293;Carcinoid tumor of lung;Angiofibroma, sporadic;1
2294;Carcinoid tumor of lung;Hyperparathyroidism;1
2295;Carcinoid tumor of lung;Lipoma;1
2296;Carcinoid tumor of lung;Multiple endocrine neoplasia;1
2297;Carcinoid tumor of lung;Parathyroid adenoma;1
2298;Carcinoid tumor of lung;Prolactinoma, hyperparathyroidism, carcinoid syndrome;1
2299;Central core disease;Cardiomyopathy;1
2300;Central core disease;Myopathy;1
2301;Central core disease;Malignant hyperthermia susceptibility;1
2302;Coronary spasms;Alzheimer disease;1
2303;Coronary spasms;Hypertension;1
2304;Coronary spasms;Placental abruption;1
2305;Creatine deciency syndrome, X-linked;Mental retardation;1
2306;Hypoplastic left heart syndrome;Atrioventricular block;1
2307;Hypoplastic left heart syndrome;Oculodentodigital dysplasia;1
2308;Hypoplastic left heart syndrome;Syndactyly;1
2309;Macular dystrophy;Cone dystrophy;1
2310;Macular dystrophy;Fundus albipunctatus;1
2311;Macular dystrophy;Retinitis pigmentosa;2
2312;Macular dystrophy;Stargardt disease;2
2313;Macular dystrophy;Butterfly dystrophy, retinal;1
2314;Macular dystrophy;Foveomacular dystrophy, adult-onset, with choroidal neovascularization;1
2315;Macular dystrophy;Maculopathy, bull's-eye;1
2316;Macular dystrophy;Vitelliform macular dystrophy;1
2317;Medullary thyroid carcinoma;Insensitivity to pain;1
2318;Medullary thyroid carcinoma;Central hypoventilation syndrome;1
2319;Medullary thyroid carcinoma;Colonic aganglionosis, total, with small bowel involvement;1
2320;Medullary thyroid carcinoma;Hirschsprung disease;1
2321;Medullary thyroid carcinoma;Multiple endocrine neoplasia;1
2322;Pancreatic agenesis;Diabetes mellitus;1
2323;Pancreatic agenesis;MODY;1
2324;Persistent hyperinsulinemic hypoglycemia of infancy;Diabetes mellitus;1
2325;Pigmented adrenocortical disease, primary isolated;Adrenocortical carcinoma;1
2326;Pigmented adrenocortical disease, primary isolated;Carney complex;1
2327;Pigmented adrenocortical disease, primary isolated;Myxoma, intracardiac;1
2328;Pigmented adrenocortical disease, primary isolated;Thyroid carcinoma;1
2329;Thyroid hormone resistance;Goiter;1
2330;Thyroid hormone resistance;Hyperthyroidism;1
2331;Thyroid hormone resistance;Total iodide organication defect;1
2332;Total iodide organication defect;Goiter;1
2333;Total iodide organication defect;Hyperthyroidism;1
2334;Total iodide organication defect;Thyroid hormone resistance;1
2335;Ventricular brillation, idiopathic;Brugada syndrome;1
2336;Ventricular brillation, idiopathic;Heart block;1
2337;Ventricular brillation, idiopathic;Long QT syndrome;1
2338;Ventricular brillation, idiopathic;Sick sinus syndrome;1
2339;Combined immunodeficiency;Complementary component deficiency;1
2340;Combined immunodeficiency;Severe combined immunodeciency;1
2341;Multiple malignancy syndrome;Adrenal cortical carcinoma;1
2342;Multiple malignancy syndrome;Breast cancer;1
2343;Multiple malignancy syndrome;Colon cancer;1
2344;Multiple malignancy syndrome;Hepatic adenoma;1
2345;Multiple malignancy syndrome;Histiocytoma;1
2346;Multiple malignancy syndrome;Li-Fraumeni syndrome;1
2347;Multiple malignancy syndrome;Nasopharyngeal carcinoma;1
2348;Multiple malignancy syndrome;Osteosarcoma;1
2349;Multiple malignancy syndrome;Pancreatic cancer;1
2350;Multiple malignancy syndrome;Thyroid carcinoma;1
2351;Optic nerve hypoplasia/aplasia;Aniridia, type II;1
2352;Optic nerve hypoplasia/aplasia;Cataract;1
2353;Optic nerve hypoplasia/aplasia;Coloboma, ocular;1
2354;Optic nerve hypoplasia/aplasia;Ectopia;1
2355;Optic nerve hypoplasia/aplasia;Eye anomalies;1
2356;Optic nerve hypoplasia/aplasia;Foveal hypoplasia;1
2357;Optic nerve hypoplasia/aplasia;Keratitis;1
2358;Optic nerve hypoplasia/aplasia;Morning glory disc anomaly;1
2359;Optic nerve hypoplasia/aplasia;Peters anomaly;1
2360;Placental steroid sulfatase deciency;Ichthyosis;1
2361;Renal tubular acidosis;Blood group;1
2362;Renal tubular acidosis;Elliptocytosis;1
2363;Renal tubular acidosis;Hemolytic anemia;1
2364;Renal tubular acidosis;Spherocytosis;1
2365;Multiple sclerosis;Bare lymphocyte syndrome;1
2366;Multiple sclerosis;Rheumatoid arthritis;1
2367;Multiple sclerosis;Severe combined immunodeciency;1
2368;Renal tubular dysgenesis;Hypertension;2
2369;Renal tubular dysgenesis;Preeclampsia;1
2370;Renal tubular dysgenesis;Alzheimer disease;1
2371;Renal tubular dysgenesis;Angiotensin I-converting enzyme;1
2372;Renal tubular dysgenesis;Diabetes mellitus;1
2373;Renal tubular dysgenesis;Myocardial infarction;1
2374;Renal tubular dysgenesis;SARS, progression of;1
2375;Renal tubular dysgenesis;Hyperproreninemia;1
